text_id,text,agreed_label_sadness,agreed_label_surprise,agreed_label_fear,agreed_label_anger,agreed_label_neutral,agreed_label_trust,agreed_label_joy,pct_label_sadness,pct_label_surprise,pct_label_fear,pct_label_anger,pct_label_neutral,pct_label_trust,pct_label_joy,num_emotions,is_multilabel,has_short_text
7,"Muie tuturor rețelelor sociale, nu au stors un ban de la mine de când există și mă folosesc de ele.",0,0,0,1,0,0,0,0.0,0.0,0.0,0.66,0.0,0.33,0.0,1,False,False
8,"<|PERSON|> anunță că Spitalul Victor Babeș din Timișoara nu mai are locuri pentru pacienții COVID: O parte dintre concetățeni nu repectă nicio regulă, dând crezare fake news-urilor și teoriilor conspirației",1,0,0,0,0,0,0,0.66,0.0,0.33,0.33,0.33,0.0,0.0,1,False,False
13,credeam ca o sa omori pe cineva m-ai speriat nevasta,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,False,False
19,"UPDATE. Atac cu cuțitul în Nisa: trei au murit, iar mai multe au fost rănite. nu exclud ideea unui atac terorist...",0,0,1,0,1,0,0,0.0,0.33,0.66,0.0,0.66,0.0,0.0,2,True,False
21,În ochii tăi am văzut un talent extraordinar! #romaniiautalent,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1,False,False
24,Asa-i ca devine distractiva revista presei facuta prin ochii mei? 😁,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.33,0.66,1,False,False
36,Platou Bella Italia Petrece alături de familia ta și lasă gătitul în seama noastră Restaurant: 📲 <|TEL|> delivery safedelivery 🙏 pizza la Bella Italia Romania,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.66,0.33,0.0,1,False,False
38,"Si ce te-ai mai necajit pe BCR ca-ti fute planurile... 🤣 pai pt 30 de secunde de actiune, stiau ei ca n-are rost sa te complici",0,0,0,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.66,2,True,False
52,"Ai mei sunt pana in 65 de ani, si saptamana trecuta i-am exasperat cu telefoane ca sa-i conving ca nu e de gluma cu virusul asta, si ca trebuie sa nu iasa din curte. Au mers si si-au facut provizii pentru o luna, si-au luat pomi fructiferi etc p",0,0,0,0,1,0,0,0.33,0.0,0.33,0.0,0.66,0.0,0.0,1,False,False
57,Bro din toata muzica de cacat pe care o bagara ăștia aici cea mai buna de pana acu e o manea. Urasc gusturile muzicale ale oamenilor astora.,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,1,False,False
60,Zi de doliu și tristețe în Armata Națională... Detalii în cazul decesului militarului de 26 de <|URL|>,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False
73,Atentat terorist la ambasada SUA. Cinci au fost rănite-,0,0,0,0,1,0,0,0.33,0.0,0.33,0.0,0.66,0.0,0.0,1,False,False
75,A fost neasteptat acest moment si cred ca toata lumea este uimita!#RomaniiAuTalent,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False
82,"Prefer compania unui bolnav psihic, sau analfabet, dar care are inteligență emoțională, nu te insultă, nu sare cu gura, te simte la nivel sufletesc. Am obosit de oameni care te privesc statistic, matematic și cibernetic ca pe un mecanism neviu mai mult sau mai puțin defect...",1,0,0,1,0,0,0,0.66,0.0,0.33,0.66,0.0,0.33,0.0,2,True,False
86,"Alerta! S-a detectat un nou cutremur in zona Vrancea, la ora 22:23:37, cu magnitudinea de <|URL|> pe scara Richter, la adancimea de <|URL|> km",0,1,1,0,0,0,0,0.0,0.66,0.66,0.0,0.0,0.0,0.0,2,True,False
88,"În campionatul 2014-2015, împreună cu <|PERSON|> , a condus echipa pe locul 5, reușind o serie fantastică de 19 partide fără înfrângere, record în istoria Craiovei, cel puțin cea recunoscută de echipa apărută în 2012.",0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.66,0.33,0.33,1,False,False
93,"E toamna, e foșnet, e somn Copacii, pe strada, ofteaza; E tuse, e plânset, e gol... Și-i frig și breaza. <|PERSON|> . Weekend minunat.",1,0,0,0,0,0,0,0.66,0.0,0.0,0.0,0.33,0.0,0.33,1,False,False
104,"revoltat de majorarea pensiilor! „ De unde mărești pensiile? Spune-mi și mie: în 10 ani, de unde iei acești 14% ”...",0,0,0,1,0,0,0,0.0,0.33,0.33,1.0,0.0,0.0,0.0,1,False,False
105,"Da, te apuca toate pandaliile. Eu în bus nu știu unde sa ma așez sa fiu cât mai ferita ca marea majoritate urca cu măștile sub nas sau sub bărbie și mai și tușesc sau strănuta, de îmi vine sa ma dau jos și s o iau la picior pr",0,0,1,0,0,0,0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,1,False,False
108,Am si eu o intrebare 🙈 😂 De unde stiu oamenii cu chelie pana unde sa se spele pe față? Poate sa ma ajute cineva? Ca mi a ramas buletinu ' mic si nu ma prind 😂 😂 amuzament QuizTime,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.33,0.0,0.66,1,False,False
110,si eu trb sa ascult muzica cu ea.,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False
127,Cine spune adevarul???? Bietul om.,1,0,0,0,0,0,0,0.66,0.0,0.0,0.0,0.0,0.33,0.0,1,False,False
137,Razer anunţă cel mai mare eveniment de eSports din Europa: Razer Invitational Europe-,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False
138,"Băi frate... a fost minunat. Bravo, maestre <|PERSON|>! 👏 Și e INCREDIBIL ce poate face vioara aia, a reușit să-mi smulgă o lacrimă și un.. Declar pe proprie răspundere că am avut un eargasm de povestit nepoților și merg la somn complet (audio)satisfăcută.",0,0,0,0,0,0,1,0.0,0.33,0.0,0.0,0.0,0.0,1.0,1,False,False
150,"“ când nu ce să-mi cumperi, cumpără-mi o carte. ” Cărți pentru biblioteca ta 👉 👉 👉 👉 👉 Via Arbori, cărți, muzica",0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.66,0.0,0.33,1,False,False
157,"Oauuu, ce surpriză!😘😛😛😛",0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,1,False,True
162,"ti-o spun cu cea mai mare seriozitate: esti o cretina. stiai clar ca inseamna o 'insulta', de aia ai folosit-o, dar vrei sa-mi spui ca nu stiai cui i se adreseaza? cata abureala:)))) si 'sorry to the ones who felt offended'? nici scuze nu iti poti cere corect? <|URL|>…",0,0,0,1,0,0,0,0.33,0.0,0.0,0.66,0.33,0.0,0.0,1,False,False
180,Si noi privim fluturasul care ne arata cat platim CASS pentru aceste scursuri. Mai fac scandal si la Primiri Urgente pentru ca nu au prioritate.,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,False,False
181,<|URL|> nu pot sa exprim cat de nervoasa trista dezamagita etc sunt in acest moment,1,0,0,0,0,0,0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,1,False,False
194,"Prima persoană vaccinată anti-Covid din România: ""Sper ca în scurt timp să scăpăm și să fim din nou fericiți"" (Video",0,0,0,0,0,1,0,0.33,0.0,0.0,0.0,0.0,0.66,0.0,1,False,False
195,"Mai multe maşini au fost înghiţite de prăpastie, însă nu s-au semnalat victime omeneşti.",0,0,0,0,1,0,0,0.0,0.33,0.33,0.0,0.66,0.0,0.0,1,False,False
213,"Cum am văzut dezbaterea prezidențială? Pe scurt, un adevărat show de comedie. Am râs. Am zâmbit. Am rămas consternat și de ce să mint, uneori fascinat de omul <|PERSON|>. #trump #dezbatere #show #comedie",0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.66,2,True,False
222,ALARMANT! Spitalele din Capitală unde se tratează de COVID sunt pline de-,0,1,0,0,0,0,0,0.0,0.66,0.0,0.33,0.0,0.0,0.0,1,False,False
223,Apreciez mult inima ta bună frumoasa și gândurile tale despre dragostea și respectul pe care-l ai fata de CanDem și mai ales pentru CanYaman si <|PERSON|> la gândesc iubesc apreciez și respect acesti minunați!,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.66,2,True,False
227,nu îmi mai merg căştile din nou şi m-am enervat atât de rău încât le-am spart... gen am sparta casca,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1,False,False
228,"Compania ACE,, a lansat ulterior o declarație despre acest incident și despre modul în care s-au traumatizat din cauza acestuia. ' Datorită incidentului de ieri, ACE simt anxietate psihologică și se tem de recurența unui eveniment similar '",0,0,1,0,0,0,0,0.0,0.0,0.66,0.0,0.33,0.0,0.0,1,False,False
229,Dezastru în solarii. Fermierii își aruncă zarzavaturile la animale din cauza COVID-19 <|URL|>…,1,0,0,0,0,0,0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,1,False,False
231,Bietul de el😅 Al meu avea privirea asta fără motive.,0,0,0,0,1,0,0,0.33,0.0,0.0,0.0,0.66,0.0,0.0,1,False,False
246,Bună dimineața 🙋 🌞 ☕... o zi de vineri pozitivă...!!,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.33,1.0,1,False,False
248,"Chicu: Contez pe conștiința PAS. În situația în care ne aflăm, cred că putem accepta propunerile lor de rectificare a Bugetului",0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2,True,False
260,"OLT., îndurerată după moartea soțului, !",1,0,0,0,0,0,0,0.66,0.0,0.0,0.0,0.33,0.0,0.0,1,False,False
262,"Lacrimi și durere la Oxentea: Un copil de doar un an a rămas orfan, după ce tatăl a decedat în Egipt. Familia cere ajutor pentru a repatria corpul",1,0,0,0,1,0,0,0.66,0.0,0.0,0.33,0.66,0.0,0.0,2,True,False
272,O experienta neplacuta la Hotel Piatra Mare in Poiana Brasov articol 2review,0,0,1,0,0,0,0,0.33,0.33,0.66,0.33,0.0,0.0,0.0,1,False,False
279,"Pe mine ma irita oricum. Indiferent de ce se declara a fi si de cui se roaga, daca se roaga.",0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,False,False
280,Faci o treaba excelenta cu interviurile astea. Bravo!,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.66,0.33,1,False,False
294,"Regretabil! Daca mentalitatea lor ar fi 30% de cea a "" invechitilor "", tot ar mai fi ceva.... Am vazut acum cativa ani un interviu luat aripei tinere, nici nu stiau sa explice ce inseamna sa fi de dreapta sau de stanga. N",1,0,0,0,0,0,0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,1,False,False
299,"Sinistru, doamna, absolut oribil comentariu",0,0,0,1,0,0,0,0.33,0.33,0.0,0.66,0.0,0.0,0.0,1,False,False
306,dau pozitivitate. cei dragi dau dragoste. Pentru că ceea ce cineva are în suflet se dăruiește.,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.33,1.0,1,False,False
309,"Borussia revine de azi în grupele Ligii Campionilor, iar Lazio se întoarce la Dortmund după o pauză de 25 de ani. Cele două echipe s-au mai întâlnit într-un singur sezon în Europa, în Cupa UEFA. În 1995, Lazio și BVB au fost adversare în sferturile Cup …",0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False
312,Lasă <|PERSON|> ca ti sta super fain,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.66,0.66,2,True,False
313,"Crimă oribilă la Reşiţa. Patru au ucis un, apoi i-au dat foc",1,0,0,0,0,0,0,0.66,0.0,0.33,0.33,0.0,0.0,0.0,1,False,False
321,"arată că, din punct de vedere al stării de sănătate, respondenții cu o atitudine optimistă aveau cu până la 55% mai multe șanse de supraviețuire față de negativiști.",0,0,0,0,0,1,0,0.33,0.33,0.0,0.0,0.33,0.66,0.33,1,False,False
325,"Nu sunt obligată să te ajut, așa că nu îmi scrie cu atâta aroganță de parcă sunt eu cea care are nevoie de tine. Învață-te să îți rezolvi probleme singură, să îți faci temele singură. Pentru că știi, nu urăsc nimic mai mult decât persoanele care se folosesc evident de mine.",0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,False,False
329,"În deplasarea de la Sfântu Gheorghe, FCSB a terminat la egalitate cu Sepsi",0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False
333,Adolescent în comă după ce a fost lovit de un băiat de 15 ani. a izbucnit din cauza unei,0,0,1,0,0,0,0,0.33,0.33,0.66,0.33,0.33,0.0,0.0,1,False,False
336,Rămâne totuși halucinant cum niște oameni veniți cu un contract de muncă se trezesc goniți de săteni cu furci și topoare. Iar autoritățile sunt pe nicăieri. Declarații ferme ale partidelor politice? Nimic.Dragoș <|PERSON|>,0,1,0,0,0,0,0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,1,False,False
348,Banuiam de ceva timp ca Resortul este bantuit.,1,0,0,0,0,0,0,0.66,0.0,0.0,0.0,0.33,0.0,0.0,1,False,False
354,10:12 – <|PERSON|> nu crede că <|PERSON|> va lua această decizie crucială. „A fost consecvent”,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.66,0.33,0.33,1,False,False
357,"Recomand, e absolut genial. Chiar si daca o sa ti se para prea frustrant, tot o sa fii uluit de cum e facut, cu orasele alea si chestii + atmosfera lui",0,0,0,0,0,0,1,0.0,0.33,0.0,0.0,0.33,0.0,0.66,1,False,False
368,"Să nu confundăm, spune <|PERSON|>, cât de cunoscut e cineva sau ceva cu cât de multă Încredere acumulează. Sunt două lucruri complet diferite. Reputația e construită pe încredere. De aceea nu funcționează rețetele peste noapte: poți construi faimă rapid, dar nu și reputație.",0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.33,0.66,0.0,1,False,False
373,"tocami a zis o proasta ca i-a promis nu stiu cui baiat ca o sa fie impreuna cu la vara si cica "" ma fac lesbi "" hai sa vedem ce te faci cand iti fut o palma nu merge asa copila",0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,False,False
381,despre coronavirus: ” Nu mi se pare deosebită spaima noastră de acum de spaima de ciumă sau de holeră din Evul Mediu ” news stiri romania,0,0,0,0,1,0,0,0.0,0.0,0.33,0.0,0.66,0.0,0.0,1,False,False
388,CRIMĂ ORIBILĂ – Fata de 18 ani ucisă în bătaie într-o casă părăsită din Vișeu de Sus via Mare 24,0,0,1,0,0,0,0,0.33,0.33,0.66,0.33,0.33,0.0,0.0,1,False,False
390,Sticla goală e o priveliște dezolantă și demotivantă.,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False
402,"Chiar si o singura noapte de insomnie iti va strica sistemul de imunitate! Pt ala care m-a blocat pt ca i-am zis ca imunitatea e fluctuanta si nu poti conta pe ea doar pt ca duci o ""viata sanatoasa""!",0,0,0,0,1,0,0,0.0,0.33,0.0,0.33,0.66,0.0,0.0,1,False,False
409,Au fost multe stadioane blocate spre constructie... Nervi fara scrupule scot la iveala comportamente de marlani...,0,0,0,1,0,0,0,0.0,0.0,0.0,0.66,0.33,0.0,0.0,1,False,False
411,"Îmi văd cu stupoare prieteni din urban care încă mai cască pur și simplu gura în online, în loc să folosească acest timp EXTREM de prețios pt a face ultimile pregătiri(de-ale gurii și de-ale budei), cât se mai poate, și a striga cât îi țin bojocii să ne protejăm BĂTRÂNII/bolnavii",0,1,0,0,0,0,0,0.0,0.66,0.33,0.33,0.0,0.0,0.0,1,False,False
418,"Dacă tot stauacasa am zis să pun o imagine din preajma apusului în fiecare zi. Astfel, îmi exersez pasiunea pentru fotografie și îmi doresc să inspir liniște și recunoștință. Voi pune câte una din același loc. Să fie cu optimism și culori pentru viață …",0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.66,0.66,2,True,False
424,Întreprinderile globale manifestă încredere în creșterea economică a Chinei: purtătorul de cuvânt al Ministerul chinez de Externe,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.66,0.33,0.0,1,False,False
425,🤣🤣🤣atât de binedispus ești azi? 🤪🤪🤪,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,False,False
435,Cât de muți fani a Football-ului sunt aici? Redacția a primit noi tablouri uimitoare! Fii la timp și nu-ți rata cazul să te inconjori de sportul iubit!⚽,0,0,0,0,1,0,0,0.0,0.33,0.0,0.0,0.66,0.0,0.0,1,False,False
436,"<|PERSON|> , autoizolare, alături de noul iubit, de teama coronavirusului! „ Încercați să nu dați virusul mai departe ”...",0,0,1,0,0,0,0,0.0,0.0,0.66,0.0,0.33,0.0,0.0,1,False,False
440,Sicriele închise ale de COVID-19 continuă să stârnească revoltă. Un din Cluj a lansat acuzații dure: “ Pe au băgat-o dezbrăcată! ”...,0,0,0,1,0,0,0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,1,False,False
444,Declin catastrofal. Populaţiile de animale sălbatice au scăzut cu peste două treimi în 50 de ani din cauza activității umane,1,0,0,1,0,0,0,0.66,0.0,0.0,0.66,0.0,0.0,0.0,2,True,False
449,"Elementul Național de Sprijin, rotația a XI-a, gata pentru misiune! Pentru șase luni, detașamentul va asigura sprijinul logistic pentru toate structurile românești participante la misiunea ”Resolute Support” în Teatrul de Operații din Afganistan.",0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1,False,False
463,Ascultați ce îi spunea <|PERSON|> lui <|PERSON|> despre cei din vremea Noului Testament: Ei vor fi poporul Meu și eu voi fi Dumnezeul lor. Le voi da o inimă și o cale să se teamă de Mine totdeauna spre fericire lor și a copiilor lor după ei. Voi încheia un legamănt Iremia 32-38-40,0,0,0,0,0,1,0,0.0,0.0,0.33,0.0,0.0,0.66,0.0,1,False,False
466,"❄️La prima vedere, gandul de a face videochat de sarbatori nu suna prea tentant,fiindca toata lumea isi doreste sa se relaxeze de sarbatori alaturi de cei dragi. Anul acesta, din cauza pandemiei, sa lucrezi de sarbatori poate fi chiar o idee excelenta👇👇",0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.66,0.0,0.33,1,False,False
471,"Sărăcie, speranţă de viaţă mai scăzută, foamete...",1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False
477,Stupoare! <|PERSON|> a renunțat la limuzină și a venit cu Dacia la Bacalaureat! Dar să vezi cum era îmbrăcat...,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False
479,"Stiu foarte bine,nu sunt prosti, intentionat il folosesc asa pentru acea categorie care oricum nu intelege,sau care crede orbeste tot ce le spune presa, <|URL|> general Scopul e astfel atins,au facut din el o ""arma"" manipularii",0,0,0,0,1,0,0,0.0,0.0,0.0,0.33,0.66,0.33,0.0,1,False,False
483,"In nesimtirea caracteristica a reaparut tiganul penal, cu PlangereaPenala depusa la Sectia14Politie! Unde traim, dle <|PERSON|>? hartuire furtofensa. vatamarecorporala",0,0,0,1,0,0,0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,1,False,False
484,"Sfatul zilei de sâmbătă, 4 aprilie. Leul este jucăuș și îi binedispune pe ceilalți <|URL|>",0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.66,0.0,0.66,2,True,False
509,😀 Merită și ea puțină desfătare! Măcar la sărbători! Și e mai bine când împarți! 😀 🤗 🥰,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.33,1.0,1,False,False
513,"Bună! Este o comedie despre noi români(bombardieri), dacă o urmărești detașat, este un film reușit, adică chiar își atinge scopul pe care îl ai, atunci când îl vezi, acela de a te binedispune... Dacă l-ai văzut și vrei, putem disc",0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False
524,"Traiasca golanii care il doreau pe presedinte si pe criminalul. Goalnilor,... Au venit sunt aici. Priviti la <|PERSON|>. PIB-ul e al lor si padurile si apa si gazele si copilele. Sictir,...",0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,False,False
532,Ce gest a făcut <|PERSON|> în Săptămâna Mare! Motivul este surprinzător-,0,1,0,0,0,0,0,0.0,0.66,0.0,0.0,0.33,0.0,0.0,1,False,False
538,"Fotbal: CFR Cluj - Academica Clinceni şi FCSB - FC Botoşani, în prima etapă a play-off-ului Ligii I",0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False
542,"Asta e fix opinia ta, o respect desi consider comentariul tau o banală bagare in seamă agresivă, vorbești fara sa spui nimic de fapt. Asa cum mă întristează pe mine că naivii devin bombe biologice ambulante, pe tine te irita că mă e",1,0,0,1,0,0,0,0.66,0.0,0.0,0.66,0.0,0.0,0.0,2,True,False
545,Scandal în plină stradă între. “ O să fie război! Ieșim cu topoarele pe stradă! ” De unde a pornit conflictul...,0,0,0,1,0,0,0,0.0,0.0,0.33,0.66,0.0,0.0,0.0,1,False,False
548,"Vă plac dovleceii? Mie da. Atunci hai să vedem cum se face această rețetă simplă de mâncare de dovlecei vegană, că tot sunt la modă rețetele vegane, care a fost gata în 10 minute, dacă nu chiar și mai puțin.",0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.33,0.66,0.0,1,False,False
553,"HAARP – „arma finală”. Antenele HAARP sunt capabile de acţiuni inspăimântătoare precum dezintegrarea obiectelor, inducerea combustiei instantanee, schimbarea tiparelor cerebrale, inducerea unui comportament anume, provocarea diferitelor boli biologice.…",0,0,1,0,0,0,0,0.0,0.0,0.66,0.0,0.33,0.0,0.0,1,False,False
555,a fost oribil,1,0,0,0,0,0,0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,1,False,True
556,"Atac terorist la Nisa. Franța, la nivelul maxim de alertă.",0,1,1,0,0,0,0,0.33,0.66,1.0,0.33,0.0,0.0,0.0,2,True,False
560,Dl și. <|PERSON|> au spus exact același lucru: nu se închid bisericile. De unde au dedus idioții că BOR nu respectă legile? Incep să mă satur de acești imbecili care detestă credința mea și militează public și agresiv împotriva Bisericii mele.,0,0,0,1,0,0,0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,1,False,False
